,CVCL_1805,CVCL_1859,CVCL_1170,CVCL_2016,CVCL_2017,CVCL_2889,CVCL_2022,CVCL_1240,CVCL_1280,CVCL_0337,CVCL_0065,CVCL_1324,CVCL_2541,CVCL_2976,CVCL_4965,CVCL_2098,CVCL_1380,CVCL_H631,CVCL_H637,CVCL_0013,CVCL_2127,CVCL_3032,CVCL_2633,CVCL_2142,CVCL_8461,CVCL_0466,CVCL_8797,CVCL_1913,CVCL_5363,CVCL_RL84,CVCL_A673,CVCL_0538,CVCL_2209,CVCL_2210,CVCL_9973,CVCL_L177,CVCL_A1EY,CVCL_1797
ABHD4,0,6.69153707038191,6.15111939842992,6.19573701683087,7.25430159475315,7.06230707686044,2.99910839684384,5.15532873400815,7.13278419087254,5.12966114980552,5.9752521928632,5.83162735831282,5.7523444216871,5.95835916266287,5.55597691576089,6.65297550847356,6.45161075002874,6.05557043544717,7.19822403576915,4.68333054794451,5.9213501450784,7.71363660924523,6.96757315165914,5.68842846721994,6.69718488893686,6.31991969118225,5.33357086163039,5.42091004617091,7.09067873144141,7.15862515119146,7.35367299014194,6.46361477262971,5.71354462363217,6.28643798646123,1.82800711069786,7.19985354537681,7.78191691525695,7.3855753367582
ABHD5,5.28545496637953,6.63818002552853,7.13496334094044,6.70039170461418,6.38994136887594,7.0250351392727,7.01090405919248,6.88549794808414,6.76725292365413,6.61186750649547,7.08865533371294,7.24105251453693,7.51380835662311,6.16142269712645,6.83173785206229,7.37543332628952,7.07361409575824,7.21115132416148,7.32155112265855,6.87995552591004,6.84689216479738,6.90114901316126,7.73296742238641,6.82123315267347,7.64888989426819,6.98301760298274,7.14216077990919,6.65047984765818,8.04178393955625,6.83925949888259,7.79972958108107,7.10758872738414,7.06420012674176,7.09476869549764,6.7857795649867,7.87237376794865,7.40394143783534,7.29943660831677
ABHD6,3.37380126488528,6.57210372935732,5.43667180756515,5.93735614488142,6.77665590675774,6.25483736968121,5.84879896632224,6.21004690716566,6.0479208196489,6.19457138461194,6.26496399176601,6.61848345575897,5.0564352779803,6.70076544107166,6.35565318085562,5.8701942456508,6.64739518901338,6.37949030310656,5.20245188854199,6.35359655951375,5.70765098114227,6.03977153874562,6.47114711819824,6.23811113111318,6.61040957084723,6.81911484106991,6.80200686004263,5.0142809838343,7.49554237876082,6.08437336458246,5.95041832656288,5.43964668775483,3.00726735501331,6.466102738932,6.13417886016831,5.94847915192718,5.37129137192057,6.81641350411362
ABHD8,5.07795477673886,5.52379407010516,6.2983111204793,3.89192619734378,3.55814574663464,3.27401002907523,3.6889290505338,3.01384137880288,6.66570475432513,3.96639353748736,6.17303219129394,6.89627474176722,0,3.87221773386526,6.3865305796304,6.43118958556831,7.14035485041643,3.5901446180072,6.4371613824482,6.58666937951143,5.4510313255042,3.28158424960315,5.01247164743307,3.45872854476563,3.49686050384577,3.10278567971193,7.33439423080201,4.80661505062632,6.38959389131403,6.21125648020038,3.32605574883261,4.8417408474732,6.93909618309852,7.13708490752873,5.50345622781236,6.63864912511208,6.7114029202905,6.63053530824934
ABI1,7.91401812914519,7.91861914471973,7.66211023272528,7.39560639591437,7.7006556180821,7.99416426307732,8.11670677444994,8.34684731063714,8.35434082713039,7.79873960084407,7.85621418985173,8.39801382898202,8.0443019221157,7.79282087824327,7.83821161253997,7.13809328313099,8.19357808874929,7.94916100362367,7.90535266945254,7.89236533343035,8.27655279748484,8.01098649414367,8.3450278856632,7.38181936555868,8.2715065934398,8.1607772814133,8.26897635508741,7.97023253318711,7.45993870662011,7.33711958085024,8.69066584450331,7.66233414719609,7.55775971025156,7.47692719970052,8.02072394439307,7.68014175869389,8.66186721891559,7.95227922182902
ABI2,8.28373413153457,8.18367305996803,7.57754413298316,8.32441795237578,8.47524939793026,7.64505443902604,8.62461454466589,8.01911127248468,7.13637974329734,7.6560753773722,8.14128886863806,8.34509692309844,7.52646950819473,8.18122405030838,8.79284097929761,7.88547148161165,8.29724683370551,7.10448010548111,7.6880623607707,8.53480363976534,6.93095107156067,7.54140359258832,7.93629313211594,7.85039120772702,7.08989437606786,8.03875111078911,8.13174734084763,8.66741781401099,7.39834278639808,7.07952926015505,8.50360952769729,8.02037695633591,7.47512165185111,8.04542104720493,8.21549460177837,7.34526995155418,8.01287132959336,8.24606661662544
ABI3,8.06636670399235,7.96599408898404,5.96224073360993,8.94593115536525,9.04703410916044,7.71184046301649,6.80791208804154,6.24258362224799,5.63077896679086,6.68010735526483,6.38990337063999,6.76646533103404,7.20796613782462,7.7576929303317,8.22235433278644,6.99085414387663,6.45161075002874,6.96553789154821,6.74062356745885,7.04011445305652,8.29374604742095,6.95993198992203,7.03724304118995,7.92766381289762,7.09448404157667,8.64080774288995,0,6.87966237836929,2.97831024443903,6.51139249514945,7.09492953275716,7.55255845143203,7.0075272568552,2.86879462965969,8.24882215542559,7.61928768224718,6.35649411052177,7.52036186688333
ABI3BP,2.97037395912647,3.0517695822731,4.80147991936543,3.7587654791839,3.2436220491486,3.19391469488213,3.54966679318039,3.40280349388151,2.89822434904251,3.89374155274253,2.07914591744289,3.84874643516121,4.65117931256821,3.50366851497882,3.46867043728596,3.67740790203885,3.62559702254084,3.5901446180072,3.59776925999227,1.91228203152958,4.67686020933816,3.81887395298131,2.81620075405691,4.6102655793703,3.39115038727239,5.26385372379589,2.43705602715685,2.99947431631834,4.46909177262742,3.50150799624092,3.74860992081925,3.82765640807241,3.69946514123732,2.68065998651435,3.19853597043098,3.87726505866413,3.89961053955355,4.81400950988491
ABITRAM,7.24854607426116,6.96143202881801,6.99053817350426,6.66875197847134,6.31400429479803,6.04719060889943,6.89849622640438,7.4683074954344,6.60530338400776,7.15716383758928,6.92466810112396,7.35538539707338,6.32576120204523,6.42767493752375,6.99420315837825,6.99282277632653,6.36244679399134,6.52927834698548,7.09632614933319,7.11719775783348,6.57885739048433,5.85047305084127,6.26234446613046,6.12357318124898,6.25346237192767,6.48017283182176,6.58107270811255,6.34196020338892,7.3048767527208,6.29913465951894,6.73048948118511,7.41882689515555,7.25864054407204,6.67043501000467,6.85600721209046,6.61837070564875,6.86475636045736,6.80544196938582
ABL1,9.80227001549635,8.82174309618201,8.17777207659756,8.61642236805228,8.81132331055562,7.51595900328951,8.49674197727224,8.80762087635649,7.63605792515967,8.42287689282597,8.70835139298958,8.97086996641135,8.63772700694473,7.22430625172586,8.57905646046761,7.51306997702576,8.29077470530332,6.94437350696041,7.72241128765346,8.8949277245027,7.81987763173349,7.670944983067,7.61674395000284,8.25665872398006,7.26422481042545,7.73436224286965,8.14999810638054,8.49874631455199,8.55323090404829,7.87281964677518,8.19837091045185,8.42703854288744,7.72090293547347,8.53294529167476,8.78941559795165,7.48232480885044,7.41910049380841,7.77612537140442
ABL2,7.28605119577679,7.37681622839219,8.06171094532987,7.03497640131936,7.10427884169615,7.18895677740312,7.3111801475384,8.19487689052261,6.11590298117855,7.5902371876085,7.05902229009264,7.86536784050164,7.86444027237313,6.98114777179218,7.29808341685047,6.91939036317339,7.36959649272055,6.82560954314287,7.43379710920395,7.36408928165152,6.75789575784186,6.60139667850822,7.42909345256093,7.57882897576516,7.77847420670817,6.89996664546019,7.1352553880754,7.2504464252869,8.40539042378163,7.3435411365215,8.00626065850279,8.33585810231206,7.0559427137852,7.384746529428,7.06973126646734,7.34279118990281,7.54703383756031,7.41271472797152
ABLIM1,6.4400681417122,5.13563958721753,7.35823673781754,3.77890888781955,5.15551234561685,8.32202475554639,4.43324518521997,8.09073433272707,5.85061179862902,8.07977071934393,8.36139386833453,4.67811691932894,8.21733174816355,7.60336519577077,9.27953134480836,7.03800391689684,9.49943079028967,2.64273617354972,2.52498372502677,6.2945138090863,4.89590746980853,6.5259956669414,6.5939800157829,8.21756553037018,8.45908746615486,10.1492957084824,7.30851062844037,8.24194581488419,7.81637379385431,7.01608815596127,8.7675992408366,8.08064514195742,5.76308423325916,7.93386278191111,7.69428361495273,7.79911914620067,6.91492116656617,8.23987332559051
ABLIM2,4.610589165267,4.73764829257612,1.71149477131775,2.27503055391652,2.43526553972522,2.58023114741637,3.49857505540174,2.96512910303318,2.84721472681973,2.49309543961789,4.61577560505302,4.16494566833245,3.46047917451185,2.43845206890384,2.48768363245776,2.46015278085671,2.78673642388589,3.43458950493063,2.87434025869101,2.70866707437529,2.23762772080938,3.57033478805433,5.34797574371441,0.706006615139846,1.87475931627671,2.52698905079006,1.00791619762879,0,6.15703845996715,3.73350262520795,2.57981602272859,3.05323431328085,0.673761418562352,2.95106417265428,1.95892811983531,2.1597495522204,4.61858349177809,4.45556289697353
ABLIM3,0,0.57385985435202,0,0,0,0,0,0,0,0.553834112542915,1.33475212581699,4.87163694241293,4.16717783448835,0.626619794247016,0,3.39811997994409,2.15338716509582,0.835150030599423,2.11773135658041,0,0,0,0,0,2.9264679116445,7.65115347477357,0,0,0.772841091016563,1.54998414720504,0,2.75232797159175,1.759237884836,0,1.49984260320783,4.26688030222563,1.30507244360645,0.644675239632673
ABO,2.59022767168367,2.59538066190604,2.79890132972235,3.23628364497008,2.83918721876981,2.90600454216977,3.22953485887102,2.60915488182949,2.7934626024941,3.53502892606234,2.79696407611981,2.48692177713679,2.93129442612208,2.81438679064046,2.77542872861487,2.25813987148463,2.99747900114915,2.64273617354972,2.60530111253227,3.07277881986328,2.65003577423571,2.93498144449525,2.87329958928784,3.06887580144988,3.98870249952527,3.40891176825962,2.8638517448704,3.34877969133962,3.03593751197428,2.68160013812164,3.13333879629504,3.35072107189411,3.18131703402625,3.33894761269864,2.95881745598478,2.93885788718299,3.03069775313371,2.9015311855374
ABR,6.46231800576374,6.86673065557054,6.56102122999132,7.21522767648878,7.28529535245208,6.49809679417207,6.3217778437861,7.10823890361467,6.19255293071677,7.03918989921164,6.62346217375,6.57074100377835,7.58320648963682,6.96974836836169,6.92566996536002,6.97896026238935,7.31992587600607,6.99825752684638,7.13034427013073,5.69320177187492,5.19506661904229,6.92112974643885,7.37457320996399,7.13623112677348,7.55462634726791,6.46511702444934,5.80909748505998,6.30640384943323,6.93326300467966,5.1166495881752,6.60993989470773,6.87994437938384,6.1115331328651,6.90038768037306,6.27308363764865,6.81459850848477,6.74569997835642,8.87445786429445
ABRACL,8.78178325371717,8.69152625537554,7.98654793642706,8.47213272581934,8.25146636528969,6.88761906637174,7.89518886010385,9.66655958801533,8.34431002854035,8.30824676559474,8.67341459137074,8.36497619495361,7.60111400915819,8.02874417830342,8.93471276475493,8.65516876910172,7.85016273836294,7.54961316845344,7.87285758585808,8.64450737756496,7.99884426315354,8.26742896484736,7.29381279853855,8.41195075106353,7.96702230299622,8.17234936237905,6.5615872109806,7.79956706265459,7.2746403185522,8.0319530705597,6.75919326747962,7.71771533536276,8.85976258432475,8.24235077251746,8.94035767827108,8.53415347572902,8.30911309624209,8.05108444389215
ABRAXAS1,5.93030615068992,6.57643138150853,6.94961530506901,6.46947100367163,6.85553038521246,6.88241875789728,6.88971001100766,6.18443139677643,7.31051966899063,5.49590059281001,6.79167018641942,6.52465526941119,6.66434738547756,6.74888444339432,6.00937476380141,6.07199937495113,7.70273032552331,5.87126763642137,7.45456809844038,6.6419190185331,6.22111576876874,6.36718350247641,5.87911845553886,6.88514402851285,7.56726361418054,6.85896343838045,6.98527085677505,6.8412672020431,6.31018027028483,6.70928150117893,6.94226437403581,6.58217788578723,5.63086383448264,7.31837269349556,5.9549268548687,6.50840601141798,7.11354920998989,7.44126340325179
ABRAXAS2,7.478665249885,7.41300565418854,6.99137317550292,7.15095207049739,7.11588388698209,7.18818901337462,7.82115921455297,8.08687049275889,7.11754008612978,7.52216138128585,7.33529633880844,7.15733245970197,7.45988468963722,7.32908584402836,7.45774725275273,7.01614894509223,7.40587308918931,7.02530952879575,7.646521194348,7.50915743958559,7.67598843145346,7.16388463546455,7.42967636680755,7.52219403736151,7.42125233481542,7.31781497088144,7.37827432824581,7.60587856075346,7.63835319694259,6.91082733853858,7.41352482911517,7.08786257562691,7.25524965265952,6.82618161515275,7.42896022855831,7.11212892547189,7.54134423496765,7.43700604982353
ABT1,8.68129596575281,7.87479913681393,8.13694054687168,7.70316498878815,7.88525657660924,7.90299589795848,8.38511357828275,8.10340939842579,7.6795224952861,7.88366565573911,8.38227203099589,7.89455595029517,7.76805525325533,8.10499712418499,8.26532921494124,8.01593051827275,7.93761133387771,7.55782246175716,7.78167572371296,8.21705086236954,8.34077112263111,7.7061455552328,7.89945745397333,8.53833401566005,7.6825124887954,7.52327006761554,7.74868766339471,8.16359821802288,7.7176674812416,8.33925716873779,7.69385914599454,8.77235890952153,8.22160690192364,7.29966472033126,8.071729118333,7.7240342259134,7.94122807296032,7.71381589966095
ABTB1,6.21027056387329,6.99679460247802,5.53803306308546,6.91682301856625,7.57036765925339,6.92428366352585,6.09166224875496,5.82578666339905,7.25853125102567,6.3974763748537,5.91100155449999,5.79036607670489,5.62602172235701,6.29698553890532,5.7167518773707,6.59027101539793,6.29872349359743,6.67446906345877,5.58080817060636,5.36029160458465,5.75420055868503,6.41934677868556,6.81388770419387,7.42554969558197,6.35245191517341,7.5754932482097,5.54815424087773,6.54548228054621,5.36766489656141,5.5825417625546,5.94723685304722,6.53536076951954,5.12585935387839,6.43750635154326,6.58743273547227,6.41457770478395,6.23249463981371,5.49939537390874
ABTB2,2.5218725785655,7.01784372550723,3.08517381546948,3.83701330761059,3.2436220491486,6.19445486392495,3.15846656244073,6.44938720254965,3.53752155806777,6.53648488645917,5.41576404066624,1.72159075112317,6.2969246447126,5.84398913135256,5.97683096964809,3.67740790203885,5.62541614123398,3.39160206250679,4.08594384551789,3.36793396796608,3.46862425621827,5.74578838624229,3.20152001340985,6.21990949767823,5.39163599281997,6.84018581634653,4.11130092098333,3.29368545115461,5.22778685087866,2.90798493317278,8.78919908278864,3.09563153201545,3.48837951557655,4.44956125744835,6.57658466939804,4.40089924340801,3.22651085474334,6.70863679947235
AC000041.8,0,0.57385985435202,1.99498939616304,0,0,0,0,0,0,0,1.13117324875351,0,0,0,0,0,3.77593570421617,0,0,1.6332265845232,0,0,0,1.62993437374504,0,0,0,2.15524362717864,1.92125956981328,1.78314368039833,0,0,0,0.56261833729206,2.57896172624024,0,0,0
AC000050.1,0,3.25050532853216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566108154388983,0,0,0,0,0,0,0,0,0,0,1.84703564833647,0,0,0,0,0,0,0,0,0,0
AC000068.10,2.08533888669492,0.936176096071883,2.11137271026088,1.67973012210723,1.56625331623073,0.701453793122258,1.95543256294292,1.07723478908636,2.21045322721434,1.37615438596968,1.64838574477934,1.0428767390759,1.05383099448878,2.17945329416975,1.61186188893287,2.00471260331386,0.925368288473571,0.835150030599423,0.71520626087538,1.6332265845232,1.22134172412642,0.748497739392974,1.77671098464061,0.706006615139846,1.1655541512358,0.634367023114321,1.49957201029948,1.84703564833647,0.772841091016563,0.80519461285501,1.23516388975679,1.04200180881684,0.673761418562352,2.05378537119902,1.82800711069786,1.81035944151256,1.02674773901923,0.644675239632673
AC000068.5,4.71055981588393,3.4658677614979,3.40247276865668,4.00942083561648,3.314938822519,3.8448294157773,4.67038390340663,4.0287676702419,5.22062555405375,3.65675582912963,4.18018956202386,2.69329232986343,3.92233809469008,2.91373512287495,4.14611577143024,3.00923469942512,3.20288288482921,2.64273617354972,3.3743202649106,4.45294642714202,2.73114236175093,2.99247577764372,2.87329958928784,2.91452460807735,3.67970623295581,2.37435759115801,3.64825385079787,4.81901364939433,3.88777854769944,4.12097772523756,3.18511011685188,3.17538685962735,3.25815994152984,4.56604526173106,4.15352040176743,3.32652347220997,3.03069775313371,2.47354381061326
AC000068.9,1.83824358150726,1.58422829748241,1.03492420623593,4.34296716561763,4.22316196050677,1.96010809358055,2.75582923894965,2.36862941987599,1.98998690571492,2.36263038410909,1.13117324875351,0,1.73546234352166,3.04639285050988,1.61186188893287,0.727867394513782,1.39762848973654,0,0.71520626087538,0.97386043684133,2.10110596001307,1.46821216097515,2.81620075405691,4.35595688892951,0.743768985694365,3.31690384763373,1.49957201029948,0.567016473669882,1.50357353951428,1.245382560777,3.13333879629504,0,0,1.56366865627205,0,0.823368557815354,0.639738712677953,3.92780280178069
AC000078.5,2.65420780288202,0.936176096071883,1.53251059325296,1.83048803339134,2.03211111780853,2.21194452000524,1.28097058378705,1.58372952100258,2.84721472681973,1.54746810114653,2.55691564300533,1.0428767390759,2.13705918151853,1.0088878409552,1.94850704210601,1.8489743588408,2.31617071297337,0,1.41920314890788,3.30946082760784,1.75500400603062,2.03900133767654,1.37276095653359,1.96785469257714,1.68924672506322,2.59537358736092,1.28366027065918,3.10745157458723,1.50357353951428,2.13094124440157,1.77119686106703,1.87251864557989,1.07268018404696,1.71047243072184,1.82800711069786,0.823368557815354,1.30507244360645,1.03344647089214
AC000082.4,0.631758237536994,0,0,0,0,0,0.624177926722566,0,0,0.553834112542915,0.875271664239995,0.65163944354969,0,0,0,0,2.51938690175192,0.835150030599423,0,0,0,0,0,0,0,0,0,0,0.772841091016563,0,0.797268897652052,0.650992589770731,0,0,0,0.823368557815354,0,0
AC000089.3,1.50932119607584,1.20156485205663,1.53251059325296,1.83048803339134,1.89956838713004,3.38327464666002,2.26872914731268,1.58372952100258,1.31011940475448,2.03590771587059,1.13117324875351,1.72159075112317,1.55545458662236,1.28476642260749,1.79428431734911,2.54766702396686,1.95885300288841,2.64273617354972,2.43764762911447,1.24479463084487,1.22134172412642,1.17175253274528,2.06363465542118,1.11572171433856,1.87475931627671,1.84292276260637,1.28366027065918,0.926636424053398,1.73406755155611,2.3884925369923,2.57981602272859,1.87251864557989,1.91244365578335,1.1835007973816,1.67732637617268,1.81035944151256,1.70109179578604,1.3126759212496
AC000111.6,3.014560156772,0,0,0,0,0,1.00555412371581,0,0,0,0,0,0,0,1.10063267689608,0,0,0,0.71520626087538,0.97386043684133,0,0,0,0,0,0,0,0.926636424053398,0,0,0,0,0,0,0,0,0,0
AC000120.7,1.68724560301355,1.41108988930552,2.3100039432493,2.51338729141673,2.51495228283793,2.21194452000524,1.67401776409238,1.76496541775204,2.21045322721434,2.29040472587849,1.77467176052467,1.87366243854063,1.73546234352166,2.17945329416975,2.08209246502172,2.1394330176206,1.95885300288841,1.82787270973759,1.41920314890788,1.6332265845232,2.10110596001307,2.58415175212433,1.594995735331,2.21997270581146,2.16641591542323,2.45358254399575,1.00791619762879,1.5717352584982,1.50357353951428,1.78314368039833,2.48284113212179,2.69203238393814,1.91244365578335,2.05378537119902,1.28391212591596,1.81035944151256,1.52255925474721,1.99300867710244
AC000123.2,4.86455737886376,4.88860274678124,5.18660059187991,5.84323051263568,6.06394148877235,5.49711534486318,5.46331732604898,5.52856754175783,5.56734158753645,5.60509417445013,4.55143511041085,5.25794441575406,5.17417183154131,4.4280879056019,5.37365301438576,4.33002519005588,4.853229284932,4.64542526286849,4.89533862916605,5.22355367426984,5.78407178022359,5.15056305604644,4.77785581292048,6.00942832385485,5.12862687432573,5.78991348083723,5.32089371603264,4.76846932572956,4.39996310890993,4.79580531915583,5.48577485793666,5.28023172476097,4.26544978792965,4.93056521840114,4.89243253124107,4.28464832153424,4.88816521432277,5.01320361459979
AC000123.3,2.44849999944179,2.33226679321365,3.71180570948334,4.02513313706286,3.77557467929069,3.0602855599443,3.08195850454361,2.36862941987599,3.23315524536116,2.80566901592917,2.70773486547512,2.40744246959023,2.24164424428554,2.91373512287495,2.99861009224582,3.15631337200425,2.45612819785121,3.81497088974631,3.17727786071762,3.27889001169073,3.98188818999736,3.47156324449915,2.46834078624847,3.11545049562,3.31390957737818,3.28425202988388,2.81294887840469,2.45804828764092,2.85202095492145,2.49602679775837,3.07874016669458,2.96263362620941,3.36337277051928,2.95106417265428,2.57896172624024,3.17834123861043,3.22651085474334,2.54708189851955
AC000123.4,2.77105949519297,2.9756587341146,4.01542375515305,4.27247054613682,4.25054001274826,3.75382365244917,3.41668238829268,2.91392188876677,3.4836123458093,3.14403752347637,3.1524125999,2.91533494034168,2.64477937921672,3.04639285050988,3.61386522051422,3.24357545713256,2.83258789364456,3.14362273058304,3.50804257082262,3.42317606011825,4.38111709649549,3.74269076227052,2.92731350037264,3.71380406096474,3.622393679307,3.81311725510887,3.42028264693992,2.63698283076469,2.85202095492145,2.68160013812164,3.07874016669458,3.24924844026411,3.32951705497143,3.1951212287949,2.91261794475277,3.27952758522929,3.26145978724295,3.0406147696737
AC000367.1,1.68724560301355,1.86031155917983,2.47564365182117,1.83048803339134,2.03211111780853,2.7881074468724,2.57520052261251,2.16861846909875,3.15934386936807,2.60848702893862,2.07914591744289,2.22658426932964,2.5023960287851,2.35934535620379,2.30531165383956,3.10965006635036,2.23808759878118,2.31610518999295,2.52498372502677,1.91228203152958,1.94295416133096,2.49635924976854,2.38146744798142,2.32561432371427,1.87475931627671,2.77627425519503,2.43705602715685,2.0626759285899,2.85202095492145,2.26798565828512,3.13333879629504,3.05323431328085,2.67155398542265,2.23086199077906,1.95892811983531,2.71202704845554,2.38470314662115,1.70961635094569
AC000403.4,1.83824358150726,3.08775744250746,3.43223510456697,3.20137085727192,2.2538688982189,3.45000254545166,2.07111774829824,3.77515024355614,3.42663050073614,3.83156292738661,3.31749015273822,1.54217254145777,2.7693935033289,3.00409921494262,2.64187032631729,3.15631337200425,2.73868114431676,1.59238932779768,0.71520626087538,2.90720437297938,4.28705727211085,2.4001109134041,1.93042836251622,2.66280903204852,1.46129744793996,3.17936671930682,1.9586289055202,2.15524362717864,3.54994552440947,3.87143035087175,1.53867485856765,3.55378671207226,3.59948166138266,3.13125080679358,3.12483536228236,1.26872688940408,2.84069922639624,1.53071339086625
AC002059.10,1.01589333591257,0.936176096071883,1.31435231857798,1.28604986764609,1.74673440458412,0.701453793122258,1.00555412371581,1.36221225296583,1.03119348088163,1.37615438596968,1.98758277415492,1.72159075112317,1.05383099448878,1.82899865349354,1.38856701110438,2.46015278085671,0.925368288473571,3.43458950493063,0,0.601072395013947,1.22134172412642,1.69658550037691,1.37276095653359,1.40552202806189,0.743768985694365,0.634367023114321,0.625907864086983,0.926636424053398,1.50357353951428,1.54998414720504,0.797268897652052,0.650992589770731,1.57823770227418,0.56261833729206,1.28391212591596,2.29728379662873,0.639738712677953,0.644675239632673
AC002059.11,3.76778094682405,3.12249504067293,1.31435231857798,3.58109558708019,2.51495228283793,0.701453793122258,3.32748027414795,2.85995030338585,1.52797222734423,2.80566901592917,3.26543444500655,2.40744246959023,0,1.67828705171169,3.83160469862695,1.14464309042199,4.30533814615199,2.17826363851989,2.43764762911447,3.78081671886347,0.78657728853081,1.46821216097515,1.08659167208766,0,0.743768985694365,0,1.00791619762879,3.58623649667199,2.707445541916,0.80519461285501,1.23516388975679,1.04200180881684,2.73592655359871,2.38124937257758,2.64288492066746,2.00023668969327,1.9840173198384,0.644675239632673
AC002064.5,0,0,0,0,0,0,0,0,0,0,0.530489144660542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13941259691304,0,0,0,0,1.32237680915723,0,0,0,0,0,0
AC002075.4,1.01589333591257,1.20156485205663,1.53251059325296,1.28604986764609,1.0627558788647,1.62269557309566,0,0.677157051827712,0.643013962741503,0.908186993965737,1.13117324875351,0.65163944354969,1.55545458662236,0.626619794247016,0,2.00471260331386,1.18912181515669,1.82787270973759,1.8282588237708,0.601072395013947,1.22134172412642,1.46821216097515,0.684145291670525,1.11572171433856,1.68924672506322,1.51365633018377,0.625907864086983,0.926636424053398,1.50357353951428,1.245382560777,1.77119686106703,1.54111035031141,1.759237884836,0.92049178122803,1.28391212591596,1.57577422176506,0.639738712677953,1.3126759212496
AC002116.7,4.25692060193413,3.81067693560187,3.59430530823884,4.05583595885065,3.4737211670361,4.26480559821577,4.2895959525277,4.20234115114637,3.23315524536116,3.93796295202761,4.22211165627713,3.52849406250373,3.8652561673402,4.65092408307695,3.91499156784709,3.91701770630768,3.92179330440616,5.2886666472819,3.97463000125823,3.90440121116895,4.08761393991151,3.14744179202358,4.84958927742148,4.21482797002412,4.17474564118484,3.49316290792759,4.02188853992241,4.45963463250831,3.54994552440947,4.32052230391141,3.90759002704409,3.86680802332139,3.76839468770906,3.61772155764865,4.42692068797207,3.95367233929996,4.15448246535688,3.45891635195165
AC002116.8,0,0.936176096071883,0,2.96161970533475,3.03929607615296,0,1.00555412371581,0,0.643013962741503,2.49309543961789,2.55691564300533,1.32336826658949,1.73546234352166,2.35934535620379,2.19991752221975,2.00471260331386,0,2.73155567260222,0,0,1.22134172412642,2.29360256541284,2.06363465542118,0,1.1655541512358,0,0,0,1.50357353951428,0,1.23516388975679,2.62786663735345,0,0,2.27237939006663,0.823368557815354,0,0
AC002117.1,1.29273732774127,0.57385985435202,1.53251059325296,2.07726078988078,2.14912451783431,3.31177374573337,1.49668189822566,1.07723478908636,1.31011940475448,1.54746810114653,0.875271664239995,0.65163944354969,1.05383099448878,1.82899865349354,2.08209246502172,1.14464309042199,1.57007173603988,1.59238932779768,0,1.24479463084487,1.22134172412642,2.03900133767654,1.93042836251622,2.10183818119267,0.743768985694365,2.71953395949058,2.35796031381344,0.567016473669882,1.73406755155611,2.59311198840008,1.53867485856765,1.04200180881684,1.35707294425892,1.1835007973816,1.28391212591596,0.823368557815354,1.52255925474721,1.99300867710244
AC002127.4,2.08533888669492,1.86031155917983,1.53251059325296,1.96146727417253,1.74673440458412,1.62269557309566,1.67401776409238,1.36221225296583,1.52797222734423,1.8212177530707,0.875271664239995,1.54217254145777,1.55545458662236,2.51175706176727,2.40064933677228,2.36423882772328,2.060843086261,3.08568987518992,2.34194764736776,1.6332265845232,2.73114236175093,2.4001109134041,1.37276095653359,2.10183818119267,1.46129744793996,2.37435759115801,1.67704313985104,2.45804828764092,1.73406755155611,1.78314368039833,2.11828072120661,2.55929962384021,2.67155398542265,2.05378537119902,2.35827570247278,1.26872688940408,1.85252721895941,2.21356951983784
AC002128.5,0,0,0,0,0.666376124545817,0,0,0.677157051827712,0,1.16929868012005,0,0,0,0,0,0,0,0,0.71520626087538,0,0,0,0.684145291670525,0,0,0,0,0,0,0,0,0,0,0,0,0.823368557815354,0,0
AC002306.1,0.631758237536994,0.57385985435202,1.03492420623593,1.28604986764609,1.0627558788647,1.62269557309566,1.28097058378705,1.07723478908636,1.31011940475448,1.54746810114653,0.875271664239995,1.0428767390759,1.3357717278824,1.28476642260749,0.6946628542866,2.00471260331386,1.18912181515669,1.59238932779768,1.12791757106071,0.97386043684133,0,1.46821216097515,1.08659167208766,0.706006615139846,1.46129744793996,0.634367023114321,1.00791619762879,0,1.20351934421593,1.245382560777,0.797268897652052,1.32237680915723,2.16249681506955,0.56261833729206,1.00813741567041,1.26872688940408,0.639738712677953,0
AC002310.11,4.44930925199512,4.87685795105678,3.9120651576942,3.1651949343191,3.03929607615296,2.6544293870193,4.43324518521997,2.67799207958076,4.24229911793372,3.20587813384183,5.30743633561378,4.40481715487096,3.80471758583288,3.89018839796883,3.58646397551425,0,4.37480129630307,2.01833702882168,4.10334851477902,5.04938082622844,4.16481839646398,4.73176789329846,1.93042836251622,4.10266529586214,4.71299264233042,3.64296061973219,4.96144983338376,4.66620785609243,4.17631017244096,3.96952816734898,2.74942580180554,3.13630409921059,0,3.94357163177348,4.83186875532762,4.70882589724672,2.78696933008366,4.12162999637395
